log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance,log_px_z,kl_z,elbo,objective,time_forward
-13.53038215637207,7.500267028808594,18.6193790435791,-18.6193790435791,-13.530383110046387,8.117035865783691,18.6193790435791,-18.6193790435791,99,1999,,,,,,,,,,,,,
-13.53038215637207,7.691288471221924,17.698486328125,-17.698486328125,-13.530383110046387,8.205113410949707,17.698488235473633,-17.698488235473633,100,2019,,,,,,,,,,,,,
-13.53038215637207,7.390499114990234,19.32413673400879,-19.32413673400879,-13.530383110046387,7.934206485748291,19.324142456054688,-19.324142456054688,101,2039,141.02505493164062,0.02005946636199951,-12.366708755493164,-1.125872015953064,141.02505493164062,0.02005946636199951,-12.366708755493164,-1.125872015953064,,,,,
,,28.18462562561035,,,,,,102,2049,,,,,,,,,-18.696720123291016,9.487902641296387,-28.18462562561035,-28.18462562561035,9.405194282531738
-13.53038215637207,7.649517059326172,18.073169708251953,-18.073169708251953,-13.530383110046387,8.265995979309082,18.07316780090332,-18.07316780090332,102,2059,,,,,,,,,,,,,
-13.53038215637207,7.440281391143799,19.563650131225586,-19.563650131225586,-13.530383110046387,7.933271884918213,19.563650131225586,-19.563650131225586,103,2079,,,,,,,,,,,,,
,,30.025747299194336,,,,,,104,2099,,,,,,,,,-20.223526000976562,9.802226066589355,-30.025747299194336,-30.025747299194336,13.430329322814941
-13.53038215637207,7.5208659172058105,18.444005966186523,-18.444005966186523,-13.530383110046387,8.1705322265625,18.44400405883789,-18.44400405883789,104,2099,,,,,,,,,,,,,
-13.53038215637207,7.474040985107422,18.224651336669922,-18.224651336669922,-13.530383110046387,8.02625560760498,18.224653244018555,-18.224653244018555,105,2119,,,,,,,,,,,,,
-13.53038215637207,7.619476795196533,18.809858322143555,-18.809858322143555,-13.530383110046387,8.152762413024902,18.809856414794922,-18.809856414794922,106,2139,,,,,,,,,,,,,
,,31.239627838134766,,,,,,107,2149,,,,,,,,,-21.861082077026367,9.378547668457031,-31.239627838134766,-31.239627838134766,8.638016700744629
-13.53038215637207,7.353115081787109,20.03594207763672,-20.03594207763672,-13.530383110046387,7.8877739906311035,20.03594207763672,-20.03594207763672,107,2159,,,,,,,,,,,,,
-13.53038215637207,7.442283630371094,18.921751022338867,-18.921751022338867,-13.530383110046387,8.130250930786133,18.921749114990234,-18.921749114990234,108,2179,,,,,,,,,,,,,
,,28.59356117248535,,,,,,109,2199,,,,,,,,,-19.402074813842773,9.191485404968262,-28.59356117248535,-28.59356117248535,12.656783103942871
-13.53038215637207,7.5229644775390625,18.964763641357422,-18.964763641357422,-13.530383110046387,8.245017051696777,18.964763641357422,-18.964763641357422,109,2199,,,,,,,,,,,,,
-13.53038215637207,7.852935791015625,19.473108291625977,-19.473108291625977,-13.530383110046387,8.155653953552246,19.47311019897461,-19.47311019897461,110,2219,,,,,,,,,,,,,
-13.53038215637207,7.647132873535156,17.504932403564453,-17.504932403564453,-13.530383110046387,8.1148681640625,17.504934310913086,-17.504934310913086,111,2239,50.46417999267578,0.016212821006774902,-12.52009391784668,-0.9724864959716797,50.46417999267578,0.016212821006774902,-12.52009391784668,-0.9724864959716797,,,,,
,,30.0782413482666,,,,,,112,2249,,,,,,,,,-20.76465606689453,9.313583374023438,-30.0782413482666,-30.0782413482666,8.53859806060791
-13.53038215637207,7.120513916015625,18.99609375,-18.99609375,-13.530383110046387,7.652223587036133,18.996089935302734,-18.996089935302734,112,2259,,,,,,,,,,,,,
-13.53038215637207,7.318115234375,17.75795555114746,-17.75795555114746,-13.530383110046387,7.82589864730835,17.75795555114746,-17.75795555114746,113,2279,,,,,,,,,,,,,
,,29.94646453857422,,,,,,114,2299,,,,,,,,,-20.471126556396484,9.475334167480469,-29.94646453857422,-29.94646453857422,13.429014205932617
-13.53038215637207,7.658672332763672,18.526533126831055,-18.526533126831055,-13.530383110046387,8.105303764343262,18.526533126831055,-18.526533126831055,114,2299,,,,,,,,,,,,,
-13.53038215637207,7.679843902587891,19.515737533569336,-19.515737533569336,-13.530383110046387,8.534346580505371,19.515737533569336,-19.515737533569336,115,2319,,,,,,,,,,,,,
-13.53038215637207,7.775784015655518,19.05827522277832,-19.05827522277832,-13.530383110046387,8.202278137207031,19.058277130126953,-19.058277130126953,116,2339,,,,,,,,,,,,,
,,28.82016372680664,,,,,,117,2349,,,,,,,,,-19.37421417236328,9.445951461791992,-28.82016372680664,-28.82016372680664,8.603791236877441
-13.53038215637207,7.546616077423096,17.8792781829834,-17.8792781829834,-13.530383110046387,8.077950477600098,17.87928009033203,-17.87928009033203,117,2359,,,,,,,,,,,,,
-13.53038215637207,7.738399982452393,18.38168716430664,-18.38168716430664,-13.530383110046387,8.190909385681152,18.381685256958008,-18.381685256958008,118,2379,,,,,,,,,,,,,
,,29.576248168945312,,,,,,119,2399,,,,,,,,,-20.095609664916992,9.480640411376953,-29.576248168945312,-29.576248168945312,13.215577125549316
-13.53038215637207,7.383537292480469,18.86829376220703,-18.86829376220703,-13.530383110046387,7.950344085693359,18.868295669555664,-18.868295669555664,119,2399,,,,,,,,,,,,,
-13.53038215637207,7.5565338134765625,18.538780212402344,-18.538780212402344,-13.530383110046387,8.192093849182129,18.538782119750977,-18.538782119750977,120,2419,,,,,,,,,,,,,
-13.53038215637207,7.521819591522217,19.344228744506836,-19.344228744506836,-13.530383110046387,8.22630786895752,19.344228744506836,-19.344228744506836,121,2439,141.3859405517578,0.021521925926208496,-12.281349182128906,-1.2112300395965576,141.3859405517578,0.021521925926208496,-12.281349182128906,-1.2112300395965576,,,,,
,,28.432344436645508,,,,,,122,2449,,,,,,,,,-19.13693618774414,9.295406341552734,-28.432344436645508,-28.432344436645508,9.06735610961914
-13.53038215637207,7.3307037353515625,18.777036666870117,-18.777036666870117,-13.530383110046387,7.825044631958008,18.777034759521484,-18.777034759521484,122,2459,,,,,,,,,,,,,
-13.53038215637207,7.322310924530029,17.661027908325195,-17.661027908325195,-13.530383110046387,7.893447399139404,17.66103172302246,-17.66103172302246,123,2479,,,,,,,,,,,,,
,,29.67459487915039,,,,,,124,2499,,,,,,,,,-20.608505249023438,9.066089630126953,-29.67459487915039,-29.67459487915039,13.010905265808105
-13.53038215637207,7.390880584716797,19.386655807495117,-19.386655807495117,-13.530383110046387,7.9332404136657715,19.38665771484375,-19.38665771484375,124,2499,,,,,,,,,,,,,
-13.53038215637207,7.454395771026611,18.12142562866211,-18.12142562866211,-13.530383110046387,8.047098159790039,18.12142562866211,-18.12142562866211,125,2519,,,,,,,,,,,,,
-13.53038215637207,7.545185565948486,18.642152786254883,-18.642152786254883,-13.530383110046387,8.185805320739746,18.642152786254883,-18.642152786254883,126,2539,,,,,,,,,,,,,
,,28.514606475830078,,,,,,127,2549,,,,,,,,,-19.071491241455078,9.443115234375,-28.514606475830078,-28.514606475830078,8.948845863342285
-13.53038215637207,7.228946208953857,18.76270294189453,-18.76270294189453,-13.530383110046387,7.7952704429626465,18.76270294189453,-18.76270294189453,127,2559,,,,,,,,,,,,,
-13.53038215637207,7.297611236572266,19.26647186279297,-19.26647186279297,-13.530383110046387,7.8358283042907715,19.266468048095703,-19.266468048095703,128,2579,,,,,,,,,,,,,
,,29.028549194335938,,,,,,129,2599,,,,,,,,,-19.54620361328125,9.482346534729004,-29.028549194335938,-29.028549194335938,13.060867309570312
-13.53038215637207,7.462978363037109,19.294883728027344,-19.294883728027344,-13.530383110046387,8.129511833190918,19.294883728027344,-19.294883728027344,129,2599,,,,,,,,,,,,,
-13.53038215637207,7.473945617675781,18.47492790222168,-18.47492790222168,-13.530383110046387,8.05927562713623,18.474929809570312,-18.474929809570312,130,2619,,,,,,,,,,,,,
-13.53038215637207,7.336426258087158,19.27235984802246,-19.27235984802246,-13.530383110046387,7.901397705078125,19.272361755371094,-19.272361755371094,131,2639,39.346981048583984,0.019226908683776855,-12.373005867004395,-1.119574785232544,39.346981048583984,0.019226908683776855,-12.373005867004395,-1.119574785232544,,,,,
,,29.49808692932129,,,,,,132,2649,,,,,,,,,-20.069856643676758,9.428228378295898,-29.49808692932129,-29.49808692932129,8.839415550231934
-13.53038215637207,7.4077606201171875,18.682634353637695,-18.682634353637695,-13.530383110046387,7.938529968261719,18.682634353637695,-18.682634353637695,132,2659,,,,,,,,,,,,,
-13.53038215637207,7.327842712402344,18.634363174438477,-18.634363174438477,-13.530383110046387,7.843930721282959,18.634363174438477,-18.634363174438477,133,2679,,,,,,,,,,,,,
,,31.023046493530273,,,,,,134,2699,,,,,,,,,-21.728544235229492,9.294500350952148,-31.023046493530273,-31.023046493530273,13.301477432250977
-13.53038215637207,7.3535919189453125,20.407962799072266,-20.407962799072266,-13.530383110046387,7.847304821014404,20.407960891723633,-20.407960891723633,134,2699,,,,,,,,,,,,,
-13.53038215637207,7.658672332763672,18.705642700195312,-18.705642700195312,-13.530383110046387,8.403973579406738,18.705642700195312,-18.705642700195312,135,2719,,,,,,,,,,,,,
-13.53038215637207,7.35960054397583,18.014251708984375,-18.014251708984375,-13.530383110046387,7.912203311920166,18.014249801635742,-18.014249801635742,136,2739,,,,,,,,,,,,,
,,29.74294090270996,,,,,,137,2749,,,,,,,,,-20.595252990722656,9.147687911987305,-29.74294090270996,-29.74294090270996,8.740694999694824
-13.53038215637207,7.2160725593566895,18.762462615966797,-18.762462615966797,-13.530383110046387,7.744229793548584,18.762460708618164,-18.762460708618164,137,2759,,,,,,,,,,,,,
-13.53038215637207,7.351780414581299,19.622827529907227,-19.622827529907227,-13.530383110046387,7.805267333984375,19.622825622558594,-19.622825622558594,138,2779,,,,,,,,,,,,,
,,28.243606567382812,,,,,,139,2799,,,,,,,,,-18.471736907958984,9.771868705749512,-28.243606567382812,-28.243606567382812,12.834720611572266
-13.53038215637207,7.3404316902160645,18.751693725585938,-18.751693725585938,-13.530383110046387,7.914577484130859,18.751691818237305,-18.751691818237305,139,2799,,,,,,,,,,,,,
-13.53038215637207,7.460212707519531,19.116931915283203,-19.116931915283203,-13.530383110046387,7.98524284362793,19.116931915283203,-19.116931915283203,140,2819,,,,,,,,,,,,,
-13.53038215637207,7.4018473625183105,20.114212036132812,-20.114212036132812,-13.530383110046387,8.011504173278809,20.11421012878418,-20.11421012878418,141,2839,140.64437866210938,0.021691083908081055,-12.280491828918457,-1.2120885848999023,140.64437866210938,0.021691083908081055,-12.280491828918457,-1.2120885848999023,,,,,
,,29.359167098999023,,,,,,142,2849,,,,,,,,,-19.896650314331055,9.462519645690918,-29.359167098999023,-29.359167098999023,9.129289627075195
-13.53038215637207,7.518673419952393,18.14496612548828,-18.14496612548828,-13.530383110046387,8.021424293518066,18.144968032836914,-18.144968032836914,142,2859,,,,,,,,,,,,,
-13.53038215637207,7.412528991699219,18.977275848388672,-18.977275848388672,-13.530383110046387,7.923160552978516,18.977275848388672,-18.977275848388672,143,2879,,,,,,,,,,,,,
,,29.59227752685547,,,,,,144,2899,,,,,,,,,-20.084091186523438,9.508187294006348,-29.59227752685547,-29.59227752685547,13.407539367675781
-13.53038215637207,7.473564147949219,18.13882064819336,-18.13882064819336,-13.530383110046387,8.106600761413574,18.13882064819336,-18.13882064819336,144,2899,,,,,,,,,,,,,
-13.53038215637207,7.571506023406982,19.019838333129883,-19.019838333129883,-13.530383110046387,8.270671844482422,19.019840240478516,-19.019840240478516,145,2919,,,,,,,,,,,,,
-13.53038215637207,7.859611511230469,17.79271697998047,-17.79271697998047,-13.530383110046387,8.616311073303223,17.792713165283203,-17.792713165283203,146,2939,,,,,,,,,,,,,
,,29.188894271850586,,,,,,147,2949,,,,,,,,,-20.135377883911133,9.053515434265137,-29.188894271850586,-29.188894271850586,8.724164009094238
-13.53038215637207,7.9532623291015625,18.607803344726562,-18.607803344726562,-13.530383110046387,8.464764595031738,18.607805252075195,-18.607805252075195,147,2959,,,,,,,,,,,,,
-13.53038215637207,7.457542419433594,18.319976806640625,-18.319976806640625,-13.530383110046387,8.119391441345215,18.319976806640625,-18.319976806640625,148,2979,,,,,,,,,,,,,
,,29.430206298828125,,,,,,149,2999,,,,,,,,,-20.087936401367188,9.342270851135254,-29.430206298828125,-29.430206298828125,13.185774803161621
-13.53038215637207,7.6389312744140625,18.850961685180664,-18.850961685180664,-13.530383110046387,8.35510540008545,18.850961685180664,-18.850961685180664,149,2999,,,,,,,,,,,,,
-13.53038215637207,7.408046245574951,19.302621841430664,-19.302621841430664,-13.530383110046387,7.864905834197998,19.302623748779297,-19.302623748779297,150,3019,,,,,,,,,,,,,
-13.53038215637207,7.421112060546875,17.230159759521484,-17.230159759521484,-13.530383110046387,7.970315456390381,17.230159759521484,-17.230159759521484,151,3039,39.330684661865234,0.016388893127441406,-12.436078071594238,-1.0565029382705688,39.330684661865234,0.016388893127441406,-12.436078071594238,-1.0565029382705688,,,,,
,,29.374080657958984,,,,,,152,3049,,,,,,,,,-20.188810348510742,9.185270309448242,-29.374080657958984,-29.374080657958984,8.615898132324219
-13.53038215637207,7.501411437988281,18.929439544677734,-18.929439544677734,-13.530383110046387,8.023975372314453,18.9294376373291,-18.9294376373291,152,3059,,,,,,,,,,,,,
-13.53038215637207,7.5458526611328125,19.622201919555664,-19.622201919555664,-13.530383110046387,8.259125709533691,19.622201919555664,-19.622201919555664,153,3079,,,,,,,,,,,,,
,,29.44366455078125,,,,,,154,3099,,,,,,,,,-20.164413452148438,9.279253005981445,-29.44366455078125,-29.44366455078125,13.58547592163086
-13.53038215637207,7.531547546386719,18.785051345825195,-18.785051345825195,-13.530383110046387,8.160269737243652,18.785057067871094,-18.785057067871094,154,3099,,,,,,,,,,,,,
-13.53038215637207,7.52105712890625,18.475753784179688,-18.475753784179688,-13.530383110046387,8.179133415222168,18.475753784179688,-18.475753784179688,155,3119,,,,,,,,,,,,,
-13.53038215637207,7.9641337394714355,19.407306671142578,-19.407306671142578,-13.530383110046387,8.569273948669434,19.40730857849121,-19.40730857849121,156,3139,,,,,,,,,,,,,
,,29.806209564208984,,,,,,157,3149,,,,,,,,,-20.451862335205078,9.354344367980957,-29.806209564208984,-29.806209564208984,8.816597938537598
-13.53038215637207,7.3566436767578125,19.334726333618164,-19.334726333618164,-13.530383110046387,7.922761917114258,19.334726333618164,-19.334726333618164,157,3159,,,,,,,,,,,,,
-13.53038215637207,7.709503650665283,17.661563873291016,-17.661563873291016,-13.530383110046387,8.442394256591797,17.661561965942383,-17.661561965942383,158,3179,,,,,,,,,,,,,
,,31.986909866333008,,,,,,159,3199,,,,,,,,,-22.29800796508789,9.688901901245117,-31.986909866333008,-31.986909866333008,13.340483665466309
-13.53038215637207,7.252597808837891,18.651042938232422,-18.651042938232422,-13.530383110046387,7.849285125732422,18.65104103088379,-18.65104103088379,159,3199,,,,,,,,,,,,,
-13.53038215637207,7.433891296386719,19.158723831176758,-19.158723831176758,-13.530383110046387,7.998394012451172,19.15872573852539,-19.15872573852539,160,3219,,,,,,,,,,,,,
-13.53038215637207,8.128166198730469,18.085647583007812,-18.085647583007812,-13.530383110046387,8.694415092468262,18.085647583007812,-18.085647583007812,161,3239,141.50608825683594,0.0181734561920166,-12.39991569519043,-1.092665195465088,141.50608825683594,0.0181734561920166,-12.39991569519043,-1.092665195465088,,,,,
,,28.796560287475586,,,,,,162,3249,,,,,,,,,-19.32571029663086,9.47085189819336,-28.796560287475586,-28.796560287475586,10.068062782287598
-13.53038215637207,7.587528705596924,18.64704704284668,-18.64704704284668,-13.530383110046387,8.173218727111816,18.64704704284668,-18.64704704284668,162,3259,,,,,,,,,,,,,
-13.53038215637207,7.357692241668701,17.454843521118164,-17.454843521118164,-13.530383110046387,7.852409839630127,17.454843521118164,-17.454843521118164,163,3279,,,,,,,,,,,,,
,,31.093704223632812,,,,,,164,3299,,,,,,,,,-21.630678176879883,9.463025093078613,-31.093704223632812,-31.093704223632812,13.225218772888184
-13.53038215637207,7.369995594024658,18.774486541748047,-18.774486541748047,-13.530383110046387,7.981065273284912,18.774486541748047,-18.774486541748047,164,3299,,,,,,,,,,,,,
-13.53038215637207,7.534409046173096,19.272249221801758,-19.272249221801758,-13.530383110046387,7.9725518226623535,19.272247314453125,-19.272247314453125,165,3319,,,,,,,,,,,,,
-13.53038215637207,7.647609710693359,18.47186851501465,-18.47186851501465,-13.530383110046387,8.183711051940918,18.471864700317383,-18.471864700317383,166,3339,,,,,,,,,,,,,
,,29.565244674682617,,,,,,167,3349,,,,,,,,,-20.152652740478516,9.412590026855469,-29.565244674682617,-29.565244674682617,8.743489265441895
-13.53038215637207,7.236289978027344,19.238109588623047,-19.238109588623047,-13.530383110046387,7.7023444175720215,19.238113403320312,-19.238113403320312,167,3359,,,,,,,,,,,,,
-13.53038215637207,7.320499897003174,18.959625244140625,-18.959625244140625,-13.530383110046387,7.804856777191162,18.959623336791992,-18.959623336791992,168,3379,,,,,,,,,,,,,
,,29.822580337524414,,,,,,169,3399,,,,,,,,,-20.571306228637695,9.251273155212402,-29.822580337524414,-29.822580337524414,13.049911499023438
-13.53038215637207,7.362270355224609,18.44595718383789,-18.44595718383789,-13.530383110046387,7.824510097503662,18.44595718383789,-18.44595718383789,169,3399,,,,,,,,,,,,,
-13.53038215637207,8.075237274169922,20.0203857421875,-20.0203857421875,-13.530383110046387,8.702903747558594,20.020383834838867,-20.020383834838867,170,3419,,,,,,,,,,,,,
-13.53038215637207,7.380485534667969,18.50958251953125,-18.50958251953125,-13.530383110046387,7.942655086517334,18.50958251953125,-18.50958251953125,171,3439,39.39308547973633,0.01857578754425049,-12.319013595581055,-1.1735665798187256,39.39308166503906,0.01857578754425049,-12.319013595581055,-1.1735665798187256,,,,,
,,31.968650817871094,,,,,,172,3449,,,,,,,,,-22.432357788085938,9.536291122436523,-31.968650817871094,-31.968650817871094,8.691102027893066
-13.53038215637207,7.546901702880859,18.174152374267578,-18.174152374267578,-13.530383110046387,8.186023712158203,18.174152374267578,-18.174152374267578,172,3459,,,,,,,,,,,,,
-13.53038215637207,7.465457916259766,19.58665657043457,-19.58665657043457,-13.530383110046387,8.099315643310547,19.586658477783203,-19.586658477783203,173,3479,,,,,,,,,,,,,
,,30.069177627563477,,,,,,174,3499,,,,,,,,,-20.510854721069336,9.558320045471191,-30.069177627563477,-30.069177627563477,13.471526145935059
-13.53038215637207,7.582855224609375,18.725664138793945,-18.725664138793945,-13.530383110046387,8.292675971984863,18.725662231445312,-18.725662231445312,174,3499,,,,,,,,,,,,,
-13.53038215637207,7.7562336921691895,18.346567153930664,-18.346567153930664,-13.530383110046387,8.538467407226562,18.34657096862793,-18.34657096862793,175,3519,,,,,,,,,,,,,
-13.53038215637207,8.080863952636719,19.194202423095703,-19.194202423095703,-13.530383110046387,8.837912559509277,19.194198608398438,-19.194198608398438,176,3539,,,,,,,,,,,,,
,,29.05022430419922,,,,,,177,3549,,,,,,,,,-19.631956100463867,9.418268203735352,-29.05022430419922,-29.05022430419922,8.609146118164062
-13.53038215637207,7.2788238525390625,18.179250717163086,-18.179250717163086,-13.530383110046387,7.973262786865234,18.179250717163086,-18.179250717163086,177,3559,,,,,,,,,,,,,
-13.53038215637207,7.501984119415283,19.02950096130371,-19.02950096130371,-13.530383110046387,8.237370491027832,19.02950096130371,-19.02950096130371,178,3579,,,,,,,,,,,,,
,,30.72455596923828,,,,,,179,3599,,,,,,,,,-21.108137130737305,9.616415977478027,-30.72455596923828,-30.72455596923828,13.963264465332031
-13.53038215637207,7.326507568359375,18.987693786621094,-18.987693786621094,-13.530383110046387,7.838620662689209,18.98769187927246,-18.98769187927246,179,3599,,,,,,,,,,,,,
-13.53038215637207,7.681751728057861,19.499677658081055,-19.499677658081055,-13.530383110046387,8.2824068069458,19.499675750732422,-19.499675750732422,180,3619,,,,,,,,,,,,,
-13.53038215637207,7.708644866943359,19.264677047729492,-19.264677047729492,-13.530383110046387,8.434820175170898,19.264677047729492,-19.264677047729492,181,3639,140.47674560546875,0.02138996124267578,-12.354944229125977,-1.137636661529541,140.47674560546875,0.02138996124267578,-12.354944229125977,-1.137636661529541,,,,,
,,28.38910675048828,,,,,,182,3649,,,,,,,,,-19.268909454345703,9.120197296142578,-28.38910675048828,-28.38910675048828,9.018694877624512
-13.53038215637207,7.539176940917969,18.853586196899414,-18.853586196899414,-13.530383110046387,8.131415367126465,18.85358428955078,-18.85358428955078,182,3659,,,,,,,,,,,,,
-13.53038215637207,7.537652015686035,17.6004638671875,-17.6004638671875,-13.530383110046387,8.084404945373535,17.6004638671875,-17.6004638671875,183,3679,,,,,,,,,,,,,
,,29.683990478515625,,,,,,184,3699,,,,,,,,,-20.54380226135254,9.140188217163086,-29.683990478515625,-29.683990478515625,13.150274276733398
-13.53038215637207,7.4901580810546875,19.672006607055664,-19.672006607055664,-13.530383110046387,8.095845222473145,19.672008514404297,-19.672008514404297,184,3699,,,,,,,,,,,,,
-13.53038215637207,7.315540313720703,18.009952545166016,-18.009952545166016,-13.530383110046387,7.918285369873047,18.009952545166016,-18.009952545166016,185,3719,,,,,,,,,,,,,
-13.53038215637207,7.451438903808594,18.8623046875,-18.8623046875,-13.530383110046387,7.9802632331848145,18.862306594848633,-18.862306594848633,186,3739,,,,,,,,,,,,,
,,29.52361297607422,,,,,,187,3749,,,,,,,,,-20.091205596923828,9.43240737915039,-29.52361297607422,-29.52361297607422,8.660834312438965
-13.53038215637207,7.385635852813721,19.84934425354004,-19.84934425354004,-13.530383110046387,8.013632774353027,19.849346160888672,-19.849346160888672,187,3759,,,,,,,,,,,,,
-13.53038215637207,7.329273223876953,18.55923843383789,-18.55923843383789,-13.530383110046387,7.907657623291016,18.559240341186523,-18.559240341186523,188,3779,,,,,,,,,,,,,
,,29.890811920166016,,,,,,189,3799,,,,,,,,,-20.030614852905273,9.860197067260742,-29.890811920166016,-29.890811920166016,13.818197250366211
-13.53038215637207,7.439899444580078,19.767271041870117,-19.767271041870117,-13.530383110046387,8.072132110595703,19.767271041870117,-19.767271041870117,189,3799,,,,,,,,,,,,,
-13.53038215637207,7.532023906707764,18.976823806762695,-18.976823806762695,-13.530383110046387,8.10654067993164,18.976825714111328,-18.976825714111328,190,3819,,,,,,,,,,,,,
-13.53038215637207,7.4747090339660645,18.47391700744629,-18.47391700744629,-13.530383110046387,8.057441711425781,18.47391700744629,-18.47391700744629,191,3839,39.467586517333984,0.019083380699157715,-12.304620742797852,-1.1879596710205078,39.467586517333984,0.019083380699157715,-12.304620742797852,-1.1879596710205078,,,,,
,,28.721256256103516,,,,,,192,3849,,,,,,,,,-19.666797637939453,9.054462432861328,-28.721256256103516,-28.721256256103516,8.824514389038086
-13.53038215637207,7.944011688232422,19.49724578857422,-19.49724578857422,-13.530383110046387,8.675862312316895,19.497243881225586,-19.497243881225586,192,3859,,,,,,,,,,,,,
-13.53038215637207,7.483386516571045,18.147642135620117,-18.147642135620117,-13.530383110046387,8.04211139678955,18.147640228271484,-18.147640228271484,193,3879,,,,,,,,,,,,,
,,30.9476318359375,,,,,,194,3899,,,,,,,,,-21.508962631225586,9.438663482666016,-30.9476318359375,-30.9476318359375,13.217768669128418
-13.53038215637207,7.634449005126953,18.507461547851562,-18.507461547851562,-13.530383110046387,8.306082725524902,18.507463455200195,-18.507463455200195,194,3899,,,,,,,,,,,,,
-13.53038215637207,7.543754577636719,18.830902099609375,-18.830902099609375,-13.530383110046387,8.185328483581543,18.830900192260742,-18.830900192260742,195,3919,,,,,,,,,,,,,
-13.53038215637207,7.627964496612549,18.145404815673828,-18.145404815673828,-13.530383110046387,8.261322021484375,18.145408630371094,-18.145408630371094,196,3939,,,,,,,,,,,,,
,,28.925437927246094,,,,,,197,3949,,,,,,,,,-19.48989486694336,9.435545921325684,-28.925437927246094,-28.925437927246094,8.729286193847656
-13.53038215637207,8.010482788085938,18.518898010253906,-18.518898010253906,-13.530383110046387,8.632430076599121,18.518898010253906,-18.518898010253906,197,3959,,,,,,,,,,,,,
-13.53038215637207,8.29305648803711,19.58354377746582,-19.58354377746582,-13.530383110046387,9.177756309509277,19.58354377746582,-19.58354377746582,198,3979,,,,,,,,,,,,,
,,30.142520904541016,,,,,,199,3999,,,,,,,,,-21.060771942138672,9.081748962402344,-30.142520904541016,-30.142520904541016,14.574212074279785
