log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance,log_px_z,kl_z,elbo,objective,time_forward
-13.53038215637207,8.067798614501953,19.437923431396484,-19.437923431396484,-13.530383110046387,8.692431449890137,19.437923431396484,-19.437923431396484,199,3999,,,,,,,,,,,,,
-13.53038215637207,7.516574859619141,18.575977325439453,-18.575977325439453,-13.530383110046387,8.043976783752441,18.575977325439453,-18.575977325439453,200,4019,,,,,,,,,,,,,
-13.53038215637207,7.447147369384766,18.904220581054688,-18.904220581054688,-13.530383110046387,8.003878593444824,18.90422248840332,-18.90422248840332,201,4039,140.98220825195312,0.019768953323364258,-12.304888725280762,-1.187691569328308,140.98220825195312,0.019768953323364258,-12.304888725280762,-1.187691569328308,,,,,
,,28.732805252075195,,,,,,202,4049,,,,,,,,,-19.418445587158203,9.314359664916992,-28.732805252075195,-28.732805252075195,9.34395980834961
-13.53038215637207,7.642268657684326,19.19363784790039,-19.19363784790039,-13.530383110046387,8.188990592956543,19.19363784790039,-19.19363784790039,202,4059,,,,,,,,,,,,,
-13.53038215637207,7.426643371582031,19.33584976196289,-19.33584976196289,-13.530383110046387,8.026379585266113,19.33584976196289,-19.33584976196289,203,4079,,,,,,,,,,,,,
,,29.47152328491211,,,,,,204,4099,,,,,,,,,-20.059179306030273,9.412345886230469,-29.47152328491211,-29.47152328491211,12.690529823303223
-13.53038215637207,7.39717435836792,18.36884117126465,-18.36884117126465,-13.530383110046387,7.9903178215026855,18.368839263916016,-18.368839263916016,204,4099,,,,,,,,,,,,,
-13.53038215637207,7.439422607421875,17.83715057373047,-17.83715057373047,-13.530383110046387,8.022931098937988,17.83715057373047,-17.83715057373047,205,4119,,,,,,,,,,,,,
-13.53038215637207,7.849693775177002,20.420381546020508,-20.420381546020508,-13.530383110046387,8.589186668395996,20.420381546020508,-20.420381546020508,206,4139,,,,,,,,,,,,,
,,29.699682235717773,,,,,,207,4149,,,,,,,,,-20.235122680664062,9.464557647705078,-29.699682235717773,-29.699682235717773,8.959555625915527
-13.53038215637207,7.335662841796875,18.6013240814209,-18.6013240814209,-13.530383110046387,7.8384108543396,18.601322174072266,-18.601322174072266,207,4159,,,,,,,,,,,,,
-13.53038215637207,7.515334606170654,19.033689498901367,-19.033689498901367,-13.530383110046387,8.19824504852295,19.03369140625,-19.03369140625,208,4179,,,,,,,,,,,,,
,,30.984691619873047,,,,,,209,4199,,,,,,,,,-21.910005569458008,9.074687004089355,-30.984691619873047,-30.984691619873047,12.945164680480957
-13.53038215637207,7.394790172576904,19.311004638671875,-19.311004638671875,-13.530383110046387,7.999574184417725,19.311004638671875,-19.311004638671875,209,4199,,,,,,,,,,,,,
-13.53038215637207,7.9082489013671875,19.07646369934082,-19.07646369934082,-13.530383110046387,8.489319801330566,19.076467514038086,-19.076467514038086,210,4219,,,,,,,,,,,,,
-13.53038215637207,7.455444812774658,19.756677627563477,-19.756677627563477,-13.530383110046387,8.189871788024902,19.756677627563477,-19.756677627563477,211,4239,39.27317428588867,0.019030332565307617,-12.262100219726562,-1.2304800748825073,39.27317428588867,0.019030332565307617,-12.262100219726562,-1.2304800748825073,,,,,
,,29.26325035095215,,,,,,212,4249,,,,,,,,,-20.004152297973633,9.259100914001465,-29.26325035095215,-29.26325035095215,8.309725761413574
-13.53038215637207,7.456016540527344,19.173250198364258,-19.173250198364258,-13.530383110046387,8.029364585876465,19.173250198364258,-19.173250198364258,212,4259,,,,,,,,,,,,,
-13.53038215637207,7.354450225830078,19.02972412109375,-19.02972412109375,-13.530383110046387,7.970968246459961,19.029722213745117,-19.029722213745117,213,4279,,,,,,,,,,,,,
,,28.635644912719727,,,,,,214,4299,,,,,,,,,-19.422882080078125,9.212762832641602,-28.635644912719727,-28.635644912719727,13.330403327941895
-13.53038215637207,7.470512390136719,19.077495574951172,-19.077495574951172,-13.530383110046387,8.056482315063477,19.07749366760254,-19.07749366760254,214,4299,,,,,,,,,,,,,
-13.53038215637207,7.557582855224609,18.819923400878906,-18.819923400878906,-13.530383110046387,8.33427906036377,18.819921493530273,-18.819921493530273,215,4319,,,,,,,,,,,,,
-13.53038215637207,7.428740978240967,18.485288619995117,-18.485288619995117,-13.530383110046387,8.010506629943848,18.485288619995117,-18.485288619995117,216,4339,,,,,,,,,,,,,
,,29.411056518554688,,,,,,217,4349,,,,,,,,,-19.780824661254883,9.630232810974121,-29.411056518554688,-29.411056518554688,8.63452434539795
-13.53038215637207,7.368946075439453,19.72705841064453,-19.72705841064453,-13.530383110046387,7.920693874359131,19.727060317993164,-19.727060317993164,217,4359,,,,,,,,,,,,,
-13.53038215637207,7.3133463859558105,18.215639114379883,-18.215639114379883,-13.530383110046387,8.030920028686523,18.215641021728516,-18.215641021728516,218,4379,,,,,,,,,,,,,
,,30.012672424316406,,,,,,219,4399,,,,,,,,,-20.57716178894043,9.435510635375977,-30.012672424316406,-30.012672424316406,13.133182525634766
-13.53038215637207,7.232856273651123,19.002178192138672,-19.002178192138672,-13.530383110046387,7.8343987464904785,19.002178192138672,-19.002178192138672,219,4399,,,,,,,,,,,,,
-13.53038215637207,7.568358898162842,17.725202560424805,-17.725202560424805,-13.530383110046387,8.172547340393066,17.725202560424805,-17.725202560424805,220,4419,,,,,,,,,,,,,
-13.53038215637207,7.5269694328308105,19.881696701049805,-19.881696701049805,-13.530383110046387,8.140141487121582,19.881696701049805,-19.881696701049805,221,4439,141.10305786132812,0.02175617218017578,-12.238545417785645,-1.2540366649627686,141.10305786132812,0.02175617218017578,-12.238544464111328,-1.2540366649627686,,,,,
,,30.159162521362305,,,,,,222,4449,,,,,,,,,-20.596572875976562,9.562590599060059,-30.159162521362305,-30.159162521362305,9.282258987426758
-13.53038215637207,7.533932209014893,18.214527130126953,-18.214527130126953,-13.530383110046387,8.212691307067871,18.214527130126953,-18.214527130126953,222,4459,,,,,,,,,,,,,
-13.53038215637207,7.445812702178955,18.4029541015625,-18.4029541015625,-13.530383110046387,8.08745288848877,18.402952194213867,-18.402952194213867,223,4479,,,,,,,,,,,,,
,,30.558366775512695,,,,,,224,4499,,,,,,,,,-21.121652603149414,9.436714172363281,-30.558366775512695,-30.558366775512695,13.298409461975098
-13.53038215637207,7.380390167236328,18.822629928588867,-18.822629928588867,-13.530383110046387,8.007301330566406,18.8226318359375,-18.8226318359375,224,4499,,,,,,,,,,,,,
-13.53038215637207,7.796668529510498,18.167884826660156,-18.167884826660156,-13.530383110046387,8.667820930480957,18.167884826660156,-18.167884826660156,225,4519,,,,,,,,,,,,,
-13.53038215637207,7.882404327392578,19.682086944580078,-19.682086944580078,-13.530383110046387,8.499127388000488,19.682085037231445,-19.682085037231445,226,4539,,,,,,,,,,,,,
,,29.35080337524414,,,,,,227,4549,,,,,,,,,-19.993282318115234,9.357519149780273,-29.35080337524414,-29.35080337524414,8.759321212768555
-13.53038215637207,7.444096088409424,18.719249725341797,-18.719249725341797,-13.530383110046387,7.981751918792725,18.719249725341797,-18.719249725341797,227,4559,,,,,,,,,,,,,
-13.53038215637207,7.284832000732422,18.58584213256836,-18.58584213256836,-13.530383110046387,7.810695648193359,18.585844039916992,-18.585844039916992,228,4579,,,,,,,,,,,,,
,,30.11768341064453,,,,,,229,4599,,,,,,,,,-20.658445358276367,9.459237098693848,-30.11768341064453,-30.11768341064453,13.3514404296875
-13.53038215637207,7.5695037841796875,19.342927932739258,-19.342927932739258,-13.530383110046387,8.149613380432129,19.342927932739258,-19.342927932739258,229,4599,,,,,,,,,,,,,
-13.53038215637207,7.401180267333984,19.398653030395508,-19.398653030395508,-13.530383110046387,7.916675567626953,19.398653030395508,-19.398653030395508,230,4619,,,,,,,,,,,,,
-13.53038215637207,7.503699779510498,18.365325927734375,-18.365325927734375,-13.530383110046387,8.052847862243652,18.365325927734375,-18.365325927734375,231,4639,39.48179244995117,0.018452882766723633,-12.394241333007812,-1.0983388423919678,39.48179244995117,0.018452882766723633,-12.394241333007812,-1.0983388423919678,,,,,
,,28.799489974975586,,,,,,232,4649,,,,,,,,,-19.21152687072754,9.587963104248047,-28.799489974975586,-28.799489974975586,8.704606056213379
-13.53038215637207,7.280635833740234,19.5568790435791,-19.5568790435791,-13.530383110046387,7.8529510498046875,19.556875228881836,-19.556875228881836,232,4659,,,,,,,,,,,,,
-13.53038215637207,7.731724262237549,18.36330223083496,-18.36330223083496,-13.530383110046387,8.264832496643066,18.36330223083496,-18.36330223083496,233,4679,,,,,,,,,,,,,
,,30.761032104492188,,,,,,234,4699,,,,,,,,,-21.2194881439209,9.541544914245605,-30.761032104492188,-30.761032104492188,13.295780181884766
-13.53038215637207,7.7272419929504395,19.321502685546875,-19.321502685546875,-13.530383110046387,8.327971458435059,19.321504592895508,-19.321504592895508,234,4699,,,,,,,,,,,,,
-13.53038215637207,7.50455904006958,19.087629318237305,-19.087629318237305,-13.530383110046387,8.17916202545166,19.087629318237305,-19.087629318237305,235,4719,,,,,,,,,,,,,
-13.53038215637207,7.370662689208984,19.302051544189453,-19.302051544189453,-13.530383110046387,7.878286361694336,19.302053451538086,-19.302053451538086,236,4739,,,,,,,,,,,,,
,,29.195716857910156,,,,,,237,4749,,,,,,,,,-19.832256317138672,9.3634614944458,-29.195716857910156,-29.195716857910156,8.718343734741211
-13.53038215637207,7.403564453125,19.36373519897461,-19.36373519897461,-13.530383110046387,7.996401309967041,19.363737106323242,-19.363737106323242,237,4759,,,,,,,,,,,,,
-13.53038215637207,7.483292102813721,19.694372177124023,-19.694372177124023,-13.530383110046387,8.02877426147461,19.694372177124023,-19.694372177124023,238,4779,,,,,,,,,,,,,
,,30.151809692382812,,,,,,239,4799,,,,,,,,,-20.56166648864746,9.590140342712402,-30.151809692382812,-30.151809692382812,13.224781036376953
-13.53038215637207,7.335853576660156,18.565452575683594,-18.565452575683594,-13.530383110046387,7.877950191497803,18.565452575683594,-18.565452575683594,239,4799,,,,,,,,,,,,,
-13.53038215637207,7.721710681915283,18.74067497253418,-18.74067497253418,-13.530383110046387,8.290274620056152,18.74067497253418,-18.74067497253418,240,4819,,,,,,,,,,,,,
-13.53038215637207,7.420825958251953,18.70705223083496,-18.70705223083496,-13.530383110046387,7.9907073974609375,18.70705223083496,-18.70705223083496,241,4839,141.29653930664062,0.02054429054260254,-12.3146333694458,-1.177946925163269,141.29653930664062,0.02054429054260254,-12.3146333694458,-1.177946925163269,,,,,
,,29.23027992248535,,,,,,242,4849,,,,,,,,,-19.75421905517578,9.476058959960938,-29.23027992248535,-29.23027992248535,9.344425201416016
-13.53038215637207,7.688045501708984,19.571474075317383,-19.571474075317383,-13.530383110046387,8.44506549835205,19.571470260620117,-19.571470260620117,242,4859,,,,,,,,,,,,,
-13.53038215637207,7.520580291748047,18.57402229309082,-18.57402229309082,-13.530383110046387,8.25181770324707,18.57402229309082,-18.57402229309082,243,4879,,,,,,,,,,,,,
,,29.149534225463867,,,,,,244,4899,,,,,,,,,-19.898008346557617,9.2515287399292,-29.149534225463867,-29.149534225463867,13.237051963806152
-13.53038215637207,7.8205108642578125,19.063369750976562,-19.063369750976562,-13.530383110046387,8.376177787780762,19.06336784362793,-19.06336784362793,244,4899,,,,,,,,,,,,,
-13.53038215637207,7.726955413818359,19.290945053100586,-19.290945053100586,-13.530383110046387,8.449034690856934,19.290943145751953,-19.290943145751953,245,4919,,,,,,,,,,,,,
-13.53038215637207,7.4676513671875,18.456298828125,-18.456298828125,-13.530383110046387,8.03676986694336,18.456300735473633,-18.456300735473633,246,4939,,,,,,,,,,,,,
,,28.960359573364258,,,,,,247,4949,,,,,,,,,-19.5987548828125,9.361604690551758,-28.960359573364258,-28.960359573364258,8.56095027923584
-13.53038215637207,7.279109954833984,19.844810485839844,-19.844810485839844,-13.530383110046387,7.844048976898193,19.84480857849121,-19.84480857849121,247,4959,,,,,,,,,,,,,
-13.53038215637207,7.535075664520264,19.210519790649414,-19.210519790649414,-13.530383110046387,8.240435600280762,19.210519790649414,-19.210519790649414,248,4979,,,,,,,,,,,,,
,,28.222820281982422,,,,,,249,4999,,,,,,,,,-19.015684127807617,9.207133293151855,-28.222820281982422,-28.222820281982422,13.102065086364746
-13.53038215637207,7.3986053466796875,18.928298950195312,-18.928298950195312,-13.530383110046387,8.064356803894043,18.92829704284668,-18.92829704284668,249,4999,,,,,,,,,,,,,
-13.53038215637207,8.021354675292969,18.829301834106445,-18.829301834106445,-13.530383110046387,8.74509048461914,18.829299926757812,-18.829299926757812,250,5019,,,,,,,,,,,,,
-13.53038215637207,7.388973236083984,19.442583084106445,-19.442583084106445,-13.530383110046387,8.010063171386719,19.442584991455078,-19.442584991455078,251,5039,39.38865280151367,0.020124435424804688,-12.329838752746582,-1.16274094581604,39.38865661621094,0.020124435424804688,-12.329837799072266,-1.16274094581604,,,,,
,,29.79971694946289,,,,,,252,5049,,,,,,,,,-20.233863830566406,9.565851211547852,-29.79971694946289,-29.79971694946289,8.734408378601074
-13.53038215637207,7.513999938964844,18.89348793029785,-18.89348793029785,-13.530383110046387,8.18979263305664,18.89348793029785,-18.89348793029785,252,5059,,,,,,,,,,,,,
-13.53038215637207,7.436752796173096,18.96927833557129,-18.96927833557129,-13.530383110046387,8.035195350646973,18.969280242919922,-18.969280242919922,253,5079,,,,,,,,,,,,,
,,30.381547927856445,,,,,,254,5099,,,,,,,,,-21.196924209594727,9.18462085723877,-30.381547927856445,-30.381547927856445,13.796283721923828
-13.53038215637207,7.942677021026611,18.910005569458008,-18.910005569458008,-13.530383110046387,8.607499122619629,18.910005569458008,-18.910005569458008,254,5099,,,,,,,,,,,,,
-13.53038215637207,7.483577728271484,19.44852638244629,-19.44852638244629,-13.530383110046387,8.164740562438965,19.448524475097656,-19.448524475097656,255,5119,,,,,,,,,,,,,
-13.53038215637207,7.344150543212891,18.952226638793945,-18.952226638793945,-13.530383110046387,7.949326992034912,18.952228546142578,-18.952228546142578,256,5139,,,,,,,,,,,,,
,,30.014421463012695,,,,,,257,5149,,,,,,,,,-20.96678924560547,9.047632217407227,-30.014421463012695,-30.014421463012695,8.684815406799316
-13.53038215637207,7.483195781707764,19.700647354125977,-19.700647354125977,-13.530383110046387,8.162760734558105,19.700647354125977,-19.700647354125977,257,5159,,,,,,,,,,,,,
-13.53038215637207,8.01401138305664,18.877552032470703,-18.877552032470703,-13.530383110046387,8.661917686462402,18.87755012512207,-18.87755012512207,258,5179,,,,,,,,,,,,,
,,29.369029998779297,,,,,,259,5199,,,,,,,,,-20.06441307067871,9.304617881774902,-29.369029998779297,-29.369029998779297,14.334040641784668
-13.53038215637207,7.928371429443359,18.81934928894043,-18.81934928894043,-13.530383110046387,8.5831880569458,18.81934928894043,-18.81934928894043,259,5199,,,,,,,,,,,,,
-13.53038215637207,7.937716960906982,19.09343147277832,-19.09343147277832,-13.530383110046387,8.639311790466309,19.093429565429688,-19.093429565429688,260,5219,,,,,,,,,,,,,
-13.53038215637207,7.638167858123779,18.993854522705078,-18.993854522705078,-13.530383110046387,8.241144180297852,18.99385643005371,-18.99385643005371,261,5239,142.38827514648438,0.020161032676696777,-12.302240371704102,-1.1903388500213623,142.38827514648438,0.020161032676696777,-12.302240371704102,-1.1903388500213623,,,,,
,,29.554855346679688,,,,,,262,5249,,,,,,,,,-20.393362045288086,9.161495208740234,-29.554855346679688,-29.554855346679688,9.204726219177246
-13.53038215637207,7.4489593505859375,20.121854782104492,-20.121854782104492,-13.530383110046387,7.9644951820373535,20.121854782104492,-20.121854782104492,262,5259,,,,,,,,,,,,,
-13.53038215637207,7.453060150146484,17.754613876342773,-17.754613876342773,-13.530383110046387,8.006136894226074,17.754615783691406,-17.754615783691406,263,5279,,,,,,,,,,,,,
,,29.702917098999023,,,,,,264,5299,,,,,,,,,-20.66058349609375,9.042335510253906,-29.702917098999023,-29.702917098999023,13.304107666015625
-13.53038215637207,7.540035724639893,18.740507125854492,-18.740507125854492,-13.530383110046387,8.166586875915527,18.740507125854492,-18.740507125854492,264,5299,,,,,,,,,,,,,
-13.53038215637207,7.549190998077393,18.562206268310547,-18.562206268310547,-13.530383110046387,8.060402870178223,18.562206268310547,-18.562206268310547,265,5319,,,,,,,,,,,,,
-13.53038215637207,7.808780193328857,18.056406021118164,-18.056406021118164,-13.530383110046387,8.437641143798828,18.056406021118164,-18.056406021118164,266,5339,,,,,,,,,,,,,
,,29.262941360473633,,,,,,267,5349,,,,,,,,,-20.130386352539062,9.132553100585938,-29.262941360473633,-29.262941360473633,8.790753364562988
-13.53038215637207,7.820606231689453,19.711673736572266,-19.711673736572266,-13.530383110046387,8.573470115661621,19.7116756439209,-19.7116756439209,267,5359,,,,,,,,,,,,,
-13.53038215637207,7.533836841583252,19.815563201904297,-19.815563201904297,-13.530383110046387,8.20593547821045,19.815563201904297,-19.815563201904297,268,5379,,,,,,,,,,,,,
,,29.551345825195312,,,,,,269,5399,,,,,,,,,-20.587753295898438,8.963591575622559,-29.551345825195312,-29.551345825195312,13.184021949768066
-13.53038215637207,7.425212383270264,18.65521812438965,-18.65521812438965,-13.530383110046387,7.975813388824463,18.65521812438965,-18.65521812438965,269,5399,,,,,,,,,,,,,
-13.53038215637207,7.837962627410889,18.87774658203125,-18.87774658203125,-13.530383110046387,8.546542167663574,18.87774658203125,-18.87774658203125,270,5419,,,,,,,,,,,,,
-13.53038215637207,7.482814788818359,18.58423614501953,-18.58423614501953,-13.530383110046387,8.023082733154297,18.5842342376709,-18.5842342376709,271,5439,39.85548782348633,0.017827272415161133,-12.409235954284668,-1.083342432975769,39.85548400878906,0.017827272415161133,-12.409235954284668,-1.083342432975769,,,,,
,,29.419282913208008,,,,,,272,5449,,,,,,,,,-20.24535369873047,9.173931121826172,-29.419282913208008,-29.419282913208008,8.752103805541992
-13.53038215637207,7.523155212402344,18.95221519470215,-18.95221519470215,-13.530383110046387,8.20127010345459,18.95221519470215,-18.95221519470215,272,5459,,,,,,,,,,,,,
-13.53038215637207,7.60068941116333,18.536672592163086,-18.536672592163086,-13.530383110046387,8.17253589630127,18.536672592163086,-18.536672592163086,273,5479,,,,,,,,,,,,,
,,29.961570739746094,,,,,,274,5499,,,,,,,,,-20.651931762695312,9.309638023376465,-29.961570739746094,-29.961570739746094,13.833098411560059
-13.53038215637207,7.733250141143799,19.029705047607422,-19.029705047607422,-13.530383110046387,8.319896697998047,19.029705047607422,-19.029705047607422,274,5499,,,,,,,,,,,,,
-13.53038215637207,7.531070709228516,19.104454040527344,-19.104454040527344,-13.530383110046387,8.255443572998047,19.104454040527344,-19.104454040527344,275,5519,,,,,,,,,,,,,
-13.53038215637207,7.448863983154297,18.7918701171875,-18.7918701171875,-13.530383110046387,8.05477523803711,18.791868209838867,-18.791868209838867,276,5539,,,,,,,,,,,,,
,,28.831396102905273,,,,,,277,5549,,,,,,,,,-19.737945556640625,9.093448638916016,-28.831396102905273,-28.831396102905273,9.36887264251709
-13.53038215637207,7.385921478271484,18.567541122436523,-18.567541122436523,-13.530383110046387,7.977132797241211,18.567541122436523,-18.567541122436523,277,5559,,,,,,,,,,,,,
-13.53038215637207,7.918548107147217,18.722591400146484,-18.722591400146484,-13.530383110046387,8.462836265563965,18.722593307495117,-18.722593307495117,278,5579,,,,,,,,,,,,,
,,29.660146713256836,,,,,,279,5599,,,,,,,,,-20.482072830200195,9.17807388305664,-29.660146713256836,-29.660146713256836,15.804872512817383
-13.53038215637207,8.341026306152344,19.21400260925293,-19.21400260925293,-13.530383110046387,9.178587913513184,19.214000701904297,-19.214000701904297,279,5599,,,,,,,,,,,,,
-13.53038215637207,8.706474304199219,18.56647491455078,-18.56647491455078,-13.530383110046387,9.543365478515625,18.56647300720215,-18.56647300720215,280,5619,,,,,,,,,,,,,
-13.53038215637207,7.9936981201171875,17.571449279785156,-17.571449279785156,-13.530383110046387,8.608261108398438,17.57145118713379,-17.57145118713379,281,5639,207.57247924804688,0.016878843307495117,-12.45287036895752,-1.0397104024887085,207.57247924804688,0.016878843307495117,-12.452869415283203,-1.0397104024887085,,,,,
,,29.15736961364746,,,,,,282,5649,,,,,,,,,-19.929059982299805,9.228310585021973,-29.15736961364746,-29.15736961364746,9.173993110656738
-13.53038215637207,7.754325866699219,18.91276741027832,-18.91276741027832,-13.530383110046387,8.4232816696167,18.912769317626953,-18.912769317626953,282,5659,,,,,,,,,,,,,
-13.53038215637207,7.409858703613281,19.050630569458008,-19.050630569458008,-13.530383110046387,8.012523651123047,19.050630569458008,-19.050630569458008,283,5679,,,,,,,,,,,,,
,,32.28238296508789,,,,,,284,5699,,,,,,,,,-22.68439483642578,9.597989082336426,-32.28238296508789,-32.28238296508789,13.056485176086426
-13.53038215637207,7.931042194366455,18.38947296142578,-18.38947296142578,-13.530383110046387,8.626708984375,18.38947105407715,-18.38947105407715,284,5699,,,,,,,,,,,,,
-13.53038215637207,7.950305461883545,19.82966423034668,-19.82966423034668,-13.530383110046387,8.686976432800293,19.829666137695312,-19.829666137695312,285,5719,,,,,,,,,,,,,
-13.53038215637207,8.126258850097656,19.552616119384766,-19.552616119384766,-13.530383110046387,8.84696102142334,19.552616119384766,-19.552616119384766,286,5739,,,,,,,,,,,,,
,,29.634841918945312,,,,,,287,5749,,,,,,,,,-20.343460083007812,9.291380882263184,-29.634841918945312,-29.634841918945312,9.241514205932617
-13.53038215637207,7.2856903076171875,18.552099227905273,-18.552099227905273,-13.530383110046387,7.826028347015381,18.552099227905273,-18.552099227905273,287,5759,,,,,,,,,,,,,
-13.53038215637207,7.407093524932861,19.265289306640625,-19.265289306640625,-13.530383110046387,7.925907135009766,19.265291213989258,-19.265291213989258,288,5779,,,,,,,,,,,,,
,,29.6834716796875,,,,,,289,5799,,,,,,,,,-20.392627716064453,9.290843963623047,-29.6834716796875,-29.6834716796875,13.842302322387695
-13.53038215637207,7.409668445587158,19.445085525512695,-19.445085525512695,-13.530383110046387,8.012565612792969,19.445083618164062,-19.445083618164062,289,5799,,,,,,,,,,,,,
-13.53038215637207,7.475090026855469,18.715656280517578,-18.715656280517578,-13.530383110046387,8.037322998046875,18.715656280517578,-18.715656280517578,290,5819,,,,,,,,,,,,,
-13.53038215637207,7.407283782958984,19.088794708251953,-19.088794708251953,-13.530383110046387,7.93902587890625,19.08879280090332,-19.08879280090332,291,5839,39.4207878112793,0.01683628559112549,-12.35341739654541,-1.1391640901565552,39.4207878112793,0.01683628559112549,-12.35341739654541,-1.1391640901565552,,,,,
,,30.04425048828125,,,,,,292,5849,,,,,,,,,-20.590816497802734,9.453432083129883,-30.04425048828125,-30.04425048828125,8.590985298156738
-13.53038215637207,7.468128204345703,19.30743980407715,-19.30743980407715,-13.530383110046387,7.9826483726501465,19.30743980407715,-19.30743980407715,292,5859,,,,,,,,,,,,,
-13.53038215637207,7.3879241943359375,18.254785537719727,-18.254785537719727,-13.530383110046387,7.937807083129883,18.254783630371094,-18.254783630371094,293,5879,,,,,,,,,,,,,
,,30.111976623535156,,,,,,294,5899,,,,,,,,,-20.44525146484375,9.66672420501709,-30.111976623535156,-30.111976623535156,13.786203384399414
-13.53038215637207,7.486724376678467,18.972814559936523,-18.972814559936523,-13.530383110046387,7.961050510406494,18.97281265258789,-18.97281265258789,294,5899,,,,,,,,,,,,,
-13.53038215637207,7.552814483642578,18.95067024230957,-18.95067024230957,-13.530383110046387,8.172469139099121,18.950668334960938,-18.950668334960938,295,5919,,,,,,,,,,,,,
-13.53038215637207,7.579803466796875,20.190919876098633,-20.190919876098633,-13.530383110046387,8.214173316955566,20.190921783447266,-20.190921783447266,296,5939,,,,,,,,,,,,,
,,29.26596450805664,,,,,,297,5949,,,,,,,,,-19.61899185180664,9.646973609924316,-29.26596450805664,-29.26596450805664,8.874107360839844
-13.53038215637207,7.500076770782471,18.728816986083984,-18.728816986083984,-13.530383110046387,8.037129402160645,18.728816986083984,-18.728816986083984,297,5959,,,,,,,,,,,,,
-13.53038215637207,7.48443603515625,19.741823196411133,-19.741823196411133,-13.530383110046387,8.028822898864746,19.741823196411133,-19.741823196411133,298,5979,,,,,,,,,,,,,
,,28.801958084106445,,,,,,299,5999,,,,,,,,,-19.72385025024414,9.078110694885254,-28.801958084106445,-28.801958084106445,13.503520011901855
-13.53038215637207,7.489109039306641,18.552927017211914,-18.552927017211914,-13.530383110046387,8.041365623474121,18.552927017211914,-18.552927017211914,299,5999,,,,,,,,,,,,,
